Title,Authors,Contributors,ISBN/UID,Format,Read Status,Date Added,Last Date Read,Dates Read,Read Count,Moods,Pace,Character- or Plot-Driven?,Strong Character Development?,Loveable Characters?,Diverse Characters?,Flawed Characters?,Star Rating,Review,Content Warnings,Content Warning Description,Tags,Owned?
A Spy in the House,Y.S. Lee,"",9780763651824,digital,read,2015/06/28,2015/08/12,2015/08/12,1,"",,,,,,,4.0,,"",,"",No
"One Piece, Vol. 44: Let's Go Back",Eiichiro Oda,"",9781421534602,paperback,read,2022/07/03,2022/07/03,2022/07/03,1,"",,,,,,,,,"",,manga,No
Dark Shadows: The House of Despair,"Lara Parker, David Selby, Stuart Manning, John Karlen, Jamison Selby, Kathryn Leigh Scott","",,,read,2015/09/29,2015/10/01,2015/10/01,1,"",,,,,,,4.0,,"",,audiobook,No
小林さんちのメイドラゴン 10 Kobayashi-san Chi no Maid Dragon 10,coolkyousinnjya,"",9784575854763,paperback,read,2022/06/22,2022/06/22,2022/06/22,1,"",,,,,,,4.0,,"",,manga,No
Trapaça Mortal,"Vera Ribeiro, Frank Tallis",Frank Tallis (Translator),9788501076182,paperback,read,2014/03/14,"","",1,"",,,,,,,4.0,,"",,"",No
Bungo Stray Dogs 08,Kafka Asagiri,"",9784041029169,paperback,read,2020/03/01,2020/03/01,2020/03/01,1,"",,,,,,,,,"",,manga,No
"Bottom-Tier Character Tomozaki, Vol. 3",Yuki Yaku,"",B0819JMVDK,digital,read,2020/04/24,2020/04/29,2020/04/29,1,"",,,,,,,4.0,,"",,light-novel,No
ぼくたちは勉強ができない 2 [Bokutachi wa Benkyou ga Dekinai 2],Taishi Tsutsui,"",9784088811956,paperback,read,2018/12/11,"","",1,"",,,,,,,,,"",,manga,No
Kingdom of the Wicked,Derek Landy,"",9780008266400,paperback,read,2018/10/20,2021/06/16,2021/06/16,1,"",,,,,,,4.0,,"",,"",No
"Hikaru No Go, Vol. 14",Yumi Hotta,"",9781421515106,paperback,read,2022/02/27,"","",1,"",,,,,,,,,"",,manga,No
Big Little Spells,Hazel Beck,"",9781525804724,paperback,to-read,2023/09/05,"","",0,"",,,,,,,,,"",,"",No
"Delicious in Dungeon, Vol. 5",Ryoko Kui,Taylor Engel (Translator),9781975326449,paperback,read,2018/10/23,2018/10/23,2018/10/23,1,"",,,,,,,4.0,,"",,manga,No
The Word is Murder,Anthony Horowitz,"",9781443455480,paperback,read,2018/11/01,2021/01/02,2021/01/02,1,"",,,,,,,4.0,,"",,"",No
The Warden,Daniel M. Ford,"",9781250815668,digital,to-read,2023/07/03,"","",0,"",,,,,,,,,"",,"",Yes
Gods of Jade and Shadow,Silvia Moreno-Garcia,"",9780525620778,paperback,read,2021/04/03,2021/05/09,2021/05/09,1,"",,,,,,,4.0,,"",,"",No
Mr. Monk in Outer Space,Lee Goldberg,"",9780451220981,hardcover,read,2013/07/30,"","",1,"",,,,,,,4.0,,"",,"",No
Androne,Dwain Worrell,"",9781662511967,digital,to-read,2023/12/25,"","",0,"",,,,,,,,,"",,"",Yes
Brincando Com Fogo,Derek Landy,"",9788501079008,,read,2013/08/06,"","",1,"",,,,,,,4.0,,"",,"",No
"Miss Kobayashi's Dragon Maid, Volume 1",coolkyousinnjya,Jenny McKeon (Translator),9781626923485,paperback,read,2021/11/14,2020/01/01,2020/01/01,1,"",,,,,,,,,"",,manga,No
"One Piece, Vol. 51: The Eleven Supernovas",Eiichiro Oda,"",9781421534671,paperback,read,2022/07/03,2022/07/03,2022/07/03,1,"",,,,,,,,,"",,manga,No
The Planets,"Brian Cox, Andrew Cohen","",9780007488841,hardcover,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"",Yes
The Complete Poetry of Edgar Allan Poe,Edgar Allan Poe,"","",,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"",Yes
Ghost a la Mode,Sue Ann Jaffarian,"",9780738713809,paperback,read,2013/07/30,2013/01/01,2013/01/01,1,"",,,,,,,4.0,,"",,"",No
Ameaça a Vênus,"Kurt Mahr, Kurt Mahr","",,,read,2016/08/22,"","",1,"",,,,,,,,,"",,"",No
The Village Healer's Book of Cures,Jennifer Sherman Roberts,"",9781662511752,digital,to-read,2023/12/25,"","",0,"",,,,,,,,,"",,"",Yes
Exile,Shannon Messenger,"",9781442445970,paperback,read,2016/10/12,2016/11/24,2016/11/24,1,"",,,,,,,4.0,,"",,"",No
"Lumberjanes, Vol. 1: Beware the Kitten Holy","Grace Ellis, ND Stevenson, Shannon Watters",Gus A. Allen (Illustrator),9781608866878,paperback,read,2015/01/16,2015/02/17,2015/02/17,1,"",,,,,,,4.0,,"",,graphic-novels,No
"Hikaru No Go, Volume 17",Yumi Hotta,"",9781421525853,paperback,read,2022/02/27,"","",1,"",,,,,,,,,"",,manga,No
Death on Gokumon Island,Seishi Yokomizo,Louise Heal Kawai (Translator),9781782277415,paperback,to-read,2023/12/25,"","",0,"",,,,,,,,,"",,"",Yes
"One Piece, Vol. 47: Cloudy, Partly Bony",Eiichiro Oda,"",9781421534633,paperback,read,2022/07/03,2022/07/03,2022/07/03,1,"",,,,,,,,,"",,manga,No
Mr. Monk and the Dirty Cop,Lee Goldberg,"",9780451228611,digital,read,2014/05/21,2014/06/17,2014/06/17,1,"",,,,,,,4.0,"Not the best Monk book I've read, but still very good - Funny and clever.","",,"",No
A Thousand Recipes for Revenge,Beth Cato,"",9781662510281,paperback,to-read,2023/12/25,"","",0,"",,,,,,,,,"",,"",Yes
Lua Nova,Stephenie Meyer,Ryta Vinagre (Translator),9788598078359,paperback,read,2014/04/17,"","",1,"",,,,,,,3.0,,"",,"",No
"One Piece, Vol. 13: It's All Right!",Eiichiro Oda,"",9781421506654,paperback,read,2022/04/15,2022/04/01,2022/04/01,1,"",,,,,,,,,"",,manga,No
Broken,Jenny Lawson,"",9781250812483,paperback,read,2021/12/04,2022/02/15,2022/02/15,1,"",,,,,,,4.0,,"",,"",Yes
The End of Everything (Astrophysically Speaking),Katie Mack,"",9781982103552,paperback,read,2021/04/03,2022/05/22,2022/05/22,1,"",,,,,,,5.0,,"",,"",Yes
Gal Gohan Vol. 5,Marii Taiyou,"",9781645058069,paperback,read,2022/03/13,2022/03/13,2022/03/13,1,"",,,,,,,,,"",,manga,No
"One Piece, Vol. 70: Doflamingo Appears",Eiichiro Oda,"",9781421564609,paperback,read,2022/07/16,2022/07/16,2022/07/16,1,"",,,,,,,,,"",,manga,No
"Hikaru No Go, Vol. 1: Descent of the Go Master",Yumi Hotta,"",9781591162223,paperback,read,2022/02/27,"","",1,"",,,,,,,,,"",,manga,No
"Soul Eater NOT!, Vol. 4",Atsushi Ohkubo,"",9780316298162,paperback,read,2016/02/21,2016/02/20,2016/02/20,1,"",,,,,,,,,"",,manga,No
"Dragon Quest: The Adventure of Dai, Vol. 3: Disciples of Avan",Riku Sanjō,Kōji Inada (Illustrator),9781974729708,paperback,read,2022/07/18,"","",1,"",,,,,,,,,"",,manga,No
O Imperador de Nova Iorque,W.W. Shols,"","",,read,2016/08/22,"","",1,"",,,,,,,,,"",,"",No
Luta Contra o Desconhecido,Clark Darlton,"","",paperback,read,2021/05/08,"","",1,"",,,,,,,,,"",,"",No
Harry Potter e a Pedra Filosofal,J.K. Rowling,"Lia Wyler (Translator), Mary GrandPré (Illustrator)",9788532511010,paperback,read,2013/08/05,2001,2001,1,"",,,,,,,5.0,,"",,"",Yes
"One Piece, Vol. 1: Romance Dawn",Eiichiro Oda,"",9781569319017,paperback,read,2022/03/31,2022/03/31,2022/03/31,1,"",,,,,,,,,"",,manga,No
"Konosuba: An Explosion on This Wonderful World!, Vol. 3 (light novel): The Strongest Duo!'s Turn",Natsume Akatsuki,Kurone Mishima (Illustrator),9781975387051,digital,read,2023/11/26,2023/11/30,2023/11/26-2023/11/30,1,"",,"","","","","",4.0,"","","","",Yes
"Don't Toy With Me, Miss Nagatoro Vol. 8",nanashi,"",B098W83LW8,digital,read,2023/03/26,2023/03/26,2023/03/26,1,"",,,,,,,,,"",,manga,No
Jackaby,William Ritter,Dagmar Schmitz (Translator),"",digital,read,2017/04/25,2017/05/11,2017/05/11,1,"",,,,,,,4.0,,"",,"",No
Unseelie,Ivelisse Housman,"",9780369722584,digital,to-read,2023/07/03,"","",0,"",,,,,,,,,"",,neurodivergent,Yes
Until the End of Time,Brian Greene,"",9781524731687,digital,to-read,2023/09/05,"","",0,"",,,,,,,,,"",,"",Yes
H is for Hawk,Helen Macdonald,"",9780224097000,hardcover,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,on-hold,Yes
Deception by Gaslight,Kate Belli,"",9781643854649,hardcover,to-read,2023/12/25,"","",0,"",,,,,,,,,"",,"",Yes
"New Avengers: A.I.M., Volume 1: Everything is New",Al Ewing,Gerardo Sandoval (Illustrator),9780785196488,paperback,read,2016/06/17,2016/06/17,2016/06/17,1,"",,,,,,,,,"",,graphic-novels,No
"One Piece, Vol. 12: The Legend Begins",Eiichiro Oda,"",9781421506647,paperback,read,2022/04/15,2022/04/01,2022/04/01,1,"",,,,,,,,,"",,manga,No
Final Catcall,Sofie Kelly,"",9781101627730,digital,read,2015/11/04,2015/12/26,2015/12/26,1,"",,,,,,,3.0,,"",,"",No
Perigo no Planeta Gelado,"Kurt Mahr, Kurt Mahr","",,,read,2016/08/22,"","",1,"",,,,,,,,,"",,"",No
Shift,Hugh Howey,"",9780099580478,paperback,read,2022/01/04,2022/01/23,2022/01/23,1,"",,,,,,,5.0,,"",,"",Yes
"Hikaru No Go, Vol. 10, Volume 10",Yumi Hotta,"",9781421510675,paperback,read,2022/02/27,"","",1,"",,,,,,,,,"",,manga,No
"Doctor Who: 12 Doutores, 12 Histórias","Eoin Colfer, Charlie Higson, Richelle Mead, Alex Scarrow, Derek Landy, Holly Black, Philip Reeve, Patrick Ness, Marcus Sedgwick, Neil Gaiman, Michael Scott, Malorie Blackman","",,,did-not-finish,2015/01/06,"","",0,"",,,,,,,,,"",,"",No
Mickey7,Edward Ashton,"",9781250275035,hardcover,to-read,2023/12/25,"","",0,"",,,,,,,,,"",,"",Yes
ドラゴンクエストダイの大冒険新装彩録版 19: 4,"稲田浩司, 三条 陸",Kōji Inada (Illustrator),9784087925784,paperback,read,2022/07/18,"","",1,"",,,,,,,,,"",,manga,No
ワンパンマン 12 [Wanpanman 12],ONE,Yusuke Murata (Illustrator),9784088807850,paperback,read,2022/07/14,2022/01/02,2022/01/02,1,"",,,,,,,,,"",,manga,No
Wonders of Life: Exploring the Most Extraordinary Phenomenon in the Universe,Brian Cox,Andrew Cohen,9780062241788,digital,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"",Yes
"Batgirl, Volume 1: Batgirl of Burnside",Cameron Stewart,"Brenden Fletcher, Babs Tarr, Irene Koh",9781401253325,hardcover,read,2015/06/23,2015/08/11,2015/08/11,1,"",,,,,,,4.0,,"",,graphic-novels,No
Charada Galática,Clark Darlton,Maria Madalena Würth Teixeira,"",paperback,read,2016/08/22,"","",1,"",,,,,,,,,"",,"",No
Beastly Bones,William Ritter,"",9781616203542,hardcover,read,2017/07/16,2017/08/31,2017/08/31,1,"",,,,,,,3.0,,"",,"",No
ドラゴンクエストダイの大冒険新装彩録版 18: 3,"稲田浩司, 三条 陸",Kōji Inada (Illustrator),9784087925777,paperback,read,2022/07/18,"","",1,"",,,,,,,,,"",,manga,No
"Ms. Marvel, Vol. 2: Generation Why",G. Willow Wilson,"Adrian Alphona (Illustrator), Jake Wyatt (Illustrator), Jamie McKelvie",9780785190226,paperback,read,2015/02/17,2015/02/20,2015/02/20,1,"",,,,,,,4.0,,"",,graphic-novels,No
"One Piece, Vol. 29: Oratorio",Eiichiro Oda,"",9781421534459,paperback,read,2022/05/23,2022/05/23,2022/05/23,1,"",,,,,,,,,"",,manga,No
ドラゴンクエストダイの大冒険新装彩録版 7: 2,"稲田浩司, 三条 陸",Kōji Inada (Illustrator),9784087925661,paperback,read,2022/07/18,"","",1,"",,,,,,,,,"",,manga,No
"Dragon Quest: The Adventure of Dai, Vol. 2: Disciples of Avan",Riku Sanjō,"Kōji Inada, Yuji Horii",9781974729692,paperback,read,2022/07/18,"","",1,"",,,,,,,,,"",,manga,No
Kokoro Connect Volume 1: Hito Random,Sadanatsu Anda,"Shiromizakana (Illustrator), Molly Lee (Translator)",B07FNMCNGR,digital,read,2019/03/27,2019/05/04,2019/05/04,1,"",,,,,,,5.0,,"",,light-novel,No
"Dragon Quest: The Adventure of Dai, Vol. 4: Disciples of Avan","","",9781974729715,paperback,read,2022/07/18,"","",1,"",,,,,,,,,"",,manga,No
"Konosuba: God's Blessing on This Wonderful World!, Vol. 4: You Good-For-Nothing Quartet",Natsume Akatsuki,"Kurone Mishima (Illustrator), Kevin Steinbach (Translator)",9780316468763,paperback,read,2023/10/16,2023/10/24,2023/10/15-2023/10/24,1,"",,"","","","","",4.5,"","","","",Yes
ワンパンマン 6 [Wanpanman 6],ONE,"Yusuke Murata (Illustrator), 村田雄介 (Illustrator)",9784088801285,paperback,read,2022/07/14,2020/01/02,2020/01/02,1,"",,,,,,,,,"",,manga,No
The Hatmakers,Tamzin Merchant,Paola Escobar (Illustrator),9781324016038,hardcover,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,on-hold,Yes
The Pulp Fiction Megapack: 25 Classic Pulp Stories,"Ray Cummings, Robert Leslie Bellem, Hugh B. Cave","",,,did-not-finish,2023/07/02,"","",0,"",,,,,,,,,"",,"",Yes
"One Piece, Vol. 28: Wyper the Berserker",Eiichiro Oda,"",9781421534442,paperback,read,2022/05/23,2022/05/23,2022/05/23,1,"",,,,,,,,,"",,manga,No
A Nova Catacumba e Outras Histórias,"Arthur Conan Doyle, João Guilherme B. Lincke",Arthur Conan Doyle (Translator),9788525411273,paperback,read,2013/08/06,"","",1,"",,,,,,,4.0,,"",,"",No
"One Piece, Vol. 52: Roger and Rayleigh",Eiichiro Oda,"",9781421534688,paperback,read,2022/07/03,2022/07/03,2022/07/03,1,"",,,,,,,,,"",,manga,No
"One Piece, Vol. 34: The City of Water, Water Seven",Eiichiro Oda,"",9781421534503,paperback,read,2022/05/23,2022/05/23,2022/05/23,1,"",,,,,,,,,"",,manga,No
Death and the Maiden,Frank Tallis,"",9780812983340,paperback,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"",Yes
Hard Magic,Larry Correia,"",9781451638240,,read,2015/04/25,2015/05/17,2015/05/17,1,"",,,,,,,5.0,"Review published at <a href=""http://bit.ly/1FkfOzT"">Doctor Corgi</a><br><br>This is a mix of Urban Fantasy, Steampunk, Alternate History and Science Fiction, with a bit of Dark Fantasy too. Here, the magic is called Power, and everyone has one kind: alter gravity, healing, teleport, control the weather, just to name a few. Jake Sullivan, our hero (not that he really wants to be one), is a Heavy, being able to control the pull and intensity of gravity. He's a really good one, knowing more about the Power than almost anyone.<br><br>I liked that the characters are varied, with different Powers and personalities, each one being part of the plot and connected to each one in ways that you can't imagine. The plot is very good too, and although you can read this first volume as some sort of stand alone, you'll finish it wanting more and being anxious to know more about that thing that I can't say because its spoiler.<br><br>This book is full of surprises that make you like it even more at every page read. Several nights I went to sleep late because I didn't want to stop reading, and the pacing just keep speeding up, with more twists and cool things happening and being revealed all the time.","",,"",No
怪獣8号 6 Kaijuu 8-gou 6,Naoya Matsumoto,"",9784088830537,digital,read,2022/07/08,2022/02/27,2022/02/27,1,"",,,,,,,,,"",,manga,No
Dead Presidents,"",Tony Moore (Illustrator),9780785166801,paperback,read,2015/01/16,2015/01/16,2015/01/16,1,"",,,,,,,3.0,,"",,graphic-novels,No
A Cast-Off Coven,Juliet Blackwell,"",9780451230492,paperback,read,2016/09/12,2016/09/28,2016/09/28,1,"",,,,,,,4.0,,"",,"",No
Mutantes em Ação,Kurt Mahr,Maria M. Würth Teixeira,"",,read,2016/08/22,"","",1,"",,,,,,,,,"",,"",No
Delicious in Dungeon Vol. 10,Ryoko Kui,"","",paperback,read,2022/10/10,2022/10/10,2022/10/10,1,"",,,,,,,4.0,,"",,manga,No
The Faceless Ones,Derek Landy,"",9780007302147,hardcover,read,2013/08/06,"","",1,"",,,,,,,4.0,,"",,"",No
Klara and the Sun,Kazuo Ishiguro,"",9780571364879,hardcover,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"",Yes
ぼくたちは勉強ができない 4 Bokutachi wa Benkyou ga Dekinai 4,Taishi Tsutsui,"",9784088812892,paperback,read,2018/12/11,"","",1,"",,,,,,,,,"",,manga,No
Iris Wildthyme: Wildthyme at Large,Paul Magrs,"",,,read,2015/06/17,2015/01/01,2015/01/01,1,"",,,,,,,,,"",,audiobook,No
ブラッククローバー 15 [Burakku Kurōbā 15],Yûki Tabata,"",9784088813585,paperback,read,2022/07/14,2020/01/01,2020/01/01,1,"",,,,,,,,,"",,manga,No
O Exército de Mutantes,K.H. Scheer,Richard Paul Neto,"",,read,2016/08/22,"","",1,"",,,,,,,,,"",,"",No
Excuse Me While I Disappear: Tales of Midlife Mayhem,Laurie Notaro,"",9781542033503,digital,to-read,2023/12/24,"","",0,"",,,,,,,,,"",,"",Yes
A Curse of Salt,Sarah Street,"",9781444967661,paperback,to-read,2023/12/25,"","",0,"",,,,,,,,,"",,"",Yes
"彼女、お借りします 2 [Kanojo, Okarishimasu 2]",Reiji Miyajima,宮島礼吏,"",digital,read,2021/11/14,2021/01/01,2021/01/01,1,"",,,,,,,,,"",,manga,No
SAKAMOTO DAYS 8,"Yuto Suzuki, Yuto Suzuki","",9784088831916,paperback,read,2022/08/01,2022/07/28,2022/07/28,1,"",,,,,,,,,"",,manga,No
"Dragon Quest: The Adventure of Dai, Vol. 1: Disciples of Avan",Riku Sanjō,"",9781974728930,paperback,read,2022/07/18,"","",1,"",,,,,,,,,"",,manga,No
Delicious in Dungeon 9,Ryoko Kui,"",9781975320171,digital,read,2022/10/10,2022/10/10,2022/10/10,1,"",,,,,,,4.0,,"",,manga,No
O Roubo da Coroa de Berilos e Outras Aventuras,Arthur Conan Doyle,"",9788595200753,paperback,read,2021/05/06,"","",1,"",,,,,,,,,"",,"",No
SAKAMOTO DAYS 7,"Yuto Suzuki, Yuto Suzuki","",9784088831473,paperback,read,2022/08/01,2022/07/28,2022/07/28,1,"",,,,,,,,,"",,manga,No
"Spice and Wolf, Vol. 2 (light novel)",Isuna Hasekura,"Jyuu Ayakura (Illustrator), Paul Starr (Translator)",9780759531062,paperback,read,2017/04/24,2017/07/16,2017/07/16,1,"",,,,,,,4.0,,"",,light-novel,No
"Mieruko-chan, Vol. 5",Tomoki Izumi,"",9781975341893,digital,read,2022/06/12,2022/06/12,2022/06/12,1,"",,,,,,,4.0,,"",,manga,Yes
"Konosuba: God's Blessing on This Wonderful World!, Vol. 6: Princess of the Six Flowers",Natsume Akatsuki,"Kurone Mishima (Illustrator), Kevin Steinbach (Translator)",9780316468800,paperback,read,2024/01/06,2024/01/21,2024/01/05-2024/01/21,1,"adventurous, funny, lighthearted, relaxing",,"","","","","",4.5,"","","","",Yes
Spellbound,Larry Correia,"",9781451638592,,read,2016/03/18,2016/04/26,2016/04/26,1,"",,,,,,,5.0,,"",,"",No
The Arrow,James Tynion IV,Michael Dialynas,1608864545,digital,read,2022/01/26,2022/01/26,2022/01/26,1,"",,,,,,,4.0,,"",,graphic-novels,No
Mr. Monk Goes to Hawaii,Lee Goldberg,"",9780451219008,paperback,read,2013/07/29,2013/01/01,2013/01/01,1,"",,,,,,,5.0,,"",,"",No
ぼくたちは勉強ができない 8 Bokutachi wa Benkyou ga Dekinai 8,Taishi Tsutsui,"",9784088815640,paperback,read,2018/12/11,2018/12/11,2018/12/11,1,"",,,,,,,,,"",,manga,No
Blood Rites,Jim Butcher,"",9781101146668,digital,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"",Yes
Harry Potter e o Prisioneiro de Azkaban,J.K. Rowling,Lia Wyler (Translator),9788532512062,paperback,read,2014/04/17,2002,2002,1,"",,,,,,,5.0,,"",,"",Yes
"Fire Force, Vol. 30",Atsushi Ohkubo,"",9781646515226,paperback,read,2024/01/15,2024/01/14,2024/01/14-2024/01/14,1,"",,"","","","","",3.5,"","","",manga,No
"My Youth Romantic Comedy Is Wrong, As I Expected, Vol. 1 (light novel)",Wataru Watari,"Ponkan8 (Illustrator), Jennifer Ward (Translator)",9780316312295,paperback,read,2017/05/12,2017/05/12,2017/05/12,1,"",,,,,,,4.0,,"",,light-novel,No
Black Water Sister,Zen Cho,"",9780425283431,paperback,read,2021/06/02,2021/09/08,2021/09/08,1,"",,,,,,,5.0,,"",,"",No
Broadway Butterfly,Sara DiVello,"",B0BJMDBZTW,digital,to-read,2023/12/25,"","",0,"",,,,,,,,,"",,"",Yes
"Don't Toy With Me, Miss Nagatoro Vol. 11",nanashi,"","",digital,read,2023/04/23,2023/05/19,2023/05/19,1,"",,,,,,,4.0,,"",,manga,No
From Russia With Love,Ian Fleming,"",9780142002070,paperback,read,2013/08/06,"","",1,"",,,,,,,4.0,,"",,"",No
ワンパンマン 3 [Wanpanman 3],ONE,"村田雄介, Yusuke Murata (Illustrator)",9784088707242,paperback,read,2022/07/14,2020/01/02,2020/01/02,1,"",,,,,,,,,"",,manga,No
Doctor Who: The Chimes of Midnight,Robert Shearman,"Paul McGann (Narrator), India Fisher (Narrator)",9781903654583,audio,read,2015/06/17,2015/06/17,2015/06/17,1,"",,,,,,,4.0,,"",,audiobook,No
Harley Quinn and Power Girl,Amanda Conner,"Jimmy Palmiotti, Stéphane Roux",9781401259747,paperback,read,2016/03/31,2016/03/31,2016/03/31,1,"",,,,,,,,,"",,graphic-novels,No
"One-Punch Man, Vol. 19",ONE,"Yusuke Murata (Illustrator), John Werry (Translator), James Gaubatz (Contributor)",9781974719051,digital,read,2023/03/12,2023/03/12,2023/03/12,1,"",,,,,,,,,"",,manga,No
Cocktails and Chloroform,Kelley Armstrong,"",1989046746,hardcover,to-read,2023/12/25,"","",0,"",,,,,,,,,"",,"",Yes
"One Piece, Vol. 62: Adventure on Fish-Man Island",Eiichiro Oda,"",9781421541969,paperback,read,2022/07/08,2022/07/10,2022/07/10,1,"",,,,,,,,,"",,manga,No
"One Piece, Vol. 78: Champion of Evil",Eiichiro Oda,"",9781421585840,paperback,read,2022/07/18,2022/07/18,2022/07/18,1,"",,,,,,,,,"",,manga,No
The Ghost Woods,C.J. Cooke,"",9780008515911,paperback,to-read,2023/07/03,"","",0,"",,,,,,,,,"",,next,Yes
Seraphina,Rachel Hartman,"",9780375896583,digital,read,2015/03/06,2015/03/20,2015/03/20,1,"",,,,,,,4.0,,"",,"",No
"Dandadan, Vol. 2",Yukinobu Tatsu,"",9781974737291,digital,read,2023/01/15,2023/01/16,2023/01/16,1,"",,,,,,,4.0,,"",,manga,No
The Mystery of the Conjured Man,Tracy Mack,Michael Citrin,9780439836678,paperback,read,2013/08/06,"","",1,"",,,,,,,4.0,,"",,"",No
Last Night at the Telegraph Club,Malinda Lo,"",9780525555254,hardcover,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"",Yes
"Mieruko-Chan, Vol. 2",Tomoki Izumi,"",9781975317607,digital,read,2021/05/16,2021/05/16,2021/05/16,1,"",,,,,,,4.0,,"",,manga,Yes
"Hikaru No Go, Vol. 7",Yumi Hotta,"",9781421506418,paperback,read,2022/02/27,"","",1,"",,,,,,,,,"",,manga,No
The Witch's Lens,Luanne G. Smith,"",B0BT5XBY5C,digital,to-read,2023/12/25,"","",0,"",,,,,,,,,"",,"",Yes
Gal Gohan Vol. 9,Marii Taiyou,"",9781648273261,paperback,read,2022/03/20,2022/03/20,2022/03/20,1,"",,,,,,,,,"",,manga,No
"Jujutsu Kaisen, Vol. 0: Blinding Darkness","Gege Akutami, Gege Akutami","","",digital,read,2022/07/30,"","",1,"",,,,,,,,,"",,manga,No
Movie Night,James Tynion IV,Michael Dialynas,"",digital,read,2022/01/30,2022/01/30,2022/01/30,1,"",,,,,,,4.0,,"",,graphic-novels,No
O Monge Inglês,Valeria Montaldi,"",9788501077691,hardcover,read,2013/08/06,"","",1,"",,,,,,,3.0,,"",,"",No
O Planeta dos Deuses,Kurt Mahr,"","",,read,2021/05/08,"","",1,"",,,,,,,,,"",,"",No
"Call of the Night, Vol. 1",Kotoyama,"",9781974720514,paperback,read,2023/11/26,2023/11/25,2023/11/25-2023/11/25,1,"",,"","","","","",4.0,"","","",manga,Yes
"One Piece, Vol. 27: Overture",Eiichiro Oda,"",9781421534435,paperback,read,2022/05/23,2022/03/01,2022/03/01,1,"",,,,,,,,,"",,manga,No
O Crepúsculo dos Deuses,"Clark Darlton, Richard Paul Neto",Clark Darlton (Translator),,,read,2016/08/22,"","",1,"",,,,,,,,,"",,"",No
Harry Potter e o Enigma do Príncipe,J.K. Rowling,Lia Wyler (Translator),9788532519474,paperback,read,2014/04/17,2005,2005,1,"",,,,,,,5.0,,"",,"",Yes
"One Piece, Vol. 4: The Black Cat Pirates",Eiichiro Oda,"",9781591163374,paperback,read,2022/03/31,2022/03/31,2022/03/31,1,"",,,,,,,,,"",,manga,No
"Ms. Marvel, Vol. 1: No Normal",G. Willow Wilson,"Sara Pichelli (Illustrator), Adrian Alphona (Illustrator)",9780785190219,paperback,read,2015/01/15,2015/01/16,2015/01/16,1,"",,,,,,,4.0,,"",,graphic-novels,No
Revival Volume 1: You're Among Friends,Tim Seeley,"",9781607066590,paperback,read,2015/10/01,2015/10/30,2015/10/30,1,"",,,,,,,5.0,,"",,graphic-novels,No
"One Piece, Vol. 55: A Ray of Hope",Eiichiro Oda,"",9781421534718,paperback,read,2022/07/03,2022/07/03,2022/07/03,1,"",,,,,,,,,"",,manga,No
ワンパンマン 13 [Wanpanman 13],ONE,Yusuke Murata (Illustrator),9784088811031,paperback,read,2022/07/14,2022/01/02,2022/01/02,1,"",,,,,,,,,"",,manga,No
Warlord of Mars: Dejah Thoris Volume 4 - The Vampire Men of Saturn,Robert Place Napton,"",9781606904176,paperback,read,2015/01/16,"","",1,"",,,,,,,3.0,,"",,graphic-novels,No
The Indifferent Stars Above: The Harrowing Saga of the Donner Party,Daniel James Brown,"",9780061348112,paperback,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"",Yes
"Dragon Quest: The Adventure of Dai, Vol. 5: Disciples of Avan",Riku Sanjō,Riku Sanjō (Illustrator),9781974729722,paperback,read,2022/07/18,"","",1,"",,,,,,,,,"",,manga,No
ブラッククローバー 14 [Burakku Kurōbā 14],Yûki Tabata,"",9784088812878,paperback,read,2022/07/14,2020/01/01,2020/01/01,1,"",,,,,,,,,"",,manga,No
A Train to Moscow,Elena Gorokhova,"",9781713621560,audio,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"",Yes
"Starfire, Volume 1: Welcome Home","Jimmy Palmiotti, Mirco Pierfederici, Amanda Conner, Emanuela Lupacchino","",,,read,2016/03/31,2016/03/31,2016/03/31,1,"",,,,,,,4.0,,"",,graphic-novels,No
"One-Punch Man, Vol. 23",ONE,Yusuke Murata (Illustrator),9781974725120,paperback,read,2023/03/18,2023/03/18,2023/03/18,1,"",,,,,,,,,"",,manga,No
"One Piece, Vol. 5: For Whom the Bell Tolls",Eiichiro Oda,"",9781591166153,paperback,read,2022/04/03,2022/04/03,2022/04/03,1,"",,,,,,,,,"",,manga,No
The Art of Public Speaking,Dale Carnegie,"",9781435169524,hardcover,to-read,2023/07/02,"","",0,"",,,,,,,,,"",,"",Yes
"Sex Criminals, Volume 2: Two Worlds, One Cop",Matt Fraction,"",9781632151933,paperback,read,2016/12/13,2016/12/15,2016/12/15,1,"",,,,,,,4.0,,"",,graphic-novels,No
Lincoln in the Bardo,George Saunders,"","",digital,to-read,2023/07/03,"","",0,"",,,,,,,,,"",,"",Yes
